,0
0,-0.07676266666666666
1,-0.060762666666666666
2,-0.05176266666666667
3,-0.05176266666666667
4,-0.060762666666666666
5,-0.06976266666666667
6,-0.07776266666666666
7,-0.07976266666666666
8,-0.07576266666666666
9,-0.07076266666666667
10,-0.06376266666666668
11,-0.05976266666666667
12,-0.05576266666666667
13,-0.04876266666666667
14,-0.03976266666666667
15,-0.03276266666666667
16,-0.027762666666666668
17,-0.02976266666666667
18,-0.03576266666666667
19,-0.04976266666666667
20,-0.06376266666666668
21,-0.07176266666666667
22,-0.07476266666666666
23,-0.07076266666666667
24,-0.06476266666666666
25,-0.05676266666666667
26,-0.04876266666666667
27,-0.04176266666666667
28,-0.036762666666666666
29,-0.03876266666666667
30,-0.04576266666666667
31,-0.060762666666666666
32,-0.07676266666666666
33,-0.08276266666666666
34,-0.08276266666666666
35,-0.07176266666666667
36,-0.06176266666666667
37,-0.05576266666666667
38,-0.052762666666666666
39,-0.05576266666666667
40,-0.05776266666666667
41,-0.05676266666666667
42,-0.05476266666666667
43,-0.05876266666666667
44,-0.06276266666666667
45,-0.06676266666666666
46,-0.06976266666666667
47,-0.06476266666666666
48,-0.05776266666666667
49,-0.05176266666666667
50,-0.04976266666666667
51,-0.04976266666666667
52,-0.05176266666666667
53,-0.052762666666666666
54,-0.052762666666666666
55,-0.05376266666666667
56,-0.05776266666666667
57,-0.06376266666666668
58,-0.06976266666666667
59,-0.07576266666666666
60,-0.07676266666666666
61,-0.07476266666666666
62,-0.07076266666666667
63,-0.06376266666666668
64,-0.05476266666666667
65,-0.04876266666666667
66,-0.04576266666666667
67,-0.04676266666666667
68,-0.04776266666666667
69,-0.04876266666666667
70,-0.04976266666666667
71,-0.052762666666666666
72,-0.05576266666666667
73,-0.06176266666666667
74,-0.06476266666666666
75,-0.06676266666666666
76,-0.06676266666666666
77,-0.06376266666666668
78,-0.05776266666666667
79,-0.05376266666666667
80,-0.04976266666666667
81,-0.04876266666666667
82,-0.052762666666666666
83,-0.05876266666666667
84,-0.06576266666666666
85,-0.07076266666666667
86,-0.07176266666666667
87,-0.06776266666666667
88,-0.060762666666666666
89,-0.05376266666666667
90,-0.04976266666666667
91,-0.04676266666666667
92,-0.04576266666666667
93,-0.04576266666666667
94,-0.04776266666666667
95,-0.04776266666666667
96,-0.05176266666666667
97,-0.05476266666666667
98,-0.05876266666666667
99,-0.060762666666666666
100,-0.05976266666666667
101,-0.05476266666666667
102,-0.052762666666666666
103,-0.052762666666666666
104,-0.05976266666666667
105,-0.06876266666666667
106,-0.07776266666666666
107,-0.07876266666666666
108,-0.07576266666666666
109,-0.06376266666666668
110,-0.05176266666666667
111,-0.04176266666666667
112,-0.03776266666666667
113,-0.04076266666666667
114,-0.044762666666666666
115,-0.05076266666666667
116,-0.05376266666666667
117,-0.05076266666666667
118,-0.04776266666666667
119,-0.04376266666666667
120,-0.03976266666666667
121,-0.04176266666666667
122,-0.03976266666666667
123,-0.036762666666666666
124,-0.030762666666666667
125,-0.02576266666666667
126,-0.022762666666666667
127,-0.02576266666666667
128,-0.030762666666666667
129,-0.036762666666666666
130,-0.04176266666666667
131,-0.04076266666666667
132,-0.03776266666666667
133,-0.03176266666666667
134,-0.02476266666666667
135,-0.01776266666666667
136,-0.009762666666666666
137,-0.0017626666666666667
138,0.0072373333333333335
139,0.021237333333333334
140,0.033237333333333334
141,0.04023733333333333
142,0.03923733333333333
143,0.029237333333333334
144,0.02223733333333333
145,0.02223733333333333
146,0.025237333333333334
147,0.034237333333333335
148,0.042237333333333335
149,0.04523733333333333
150,0.04623733333333333
151,0.04423733333333333
152,0.043237333333333336
153,0.04523733333333333
154,0.049237333333333334
155,0.05323733333333333
156,0.056237333333333334
157,0.05523733333333333
158,0.051237333333333336
159,0.043237333333333336
160,0.03623733333333333
161,0.027237333333333332
162,0.016237333333333333
163,0.008237333333333334
164,-0.0007626666666666667
165,-0.006762666666666667
166,-0.010762666666666667
167,-0.015762666666666668
168,-0.018762666666666667
169,-0.018762666666666667
170,-0.01776266666666667
171,-0.014762666666666667
172,-0.013762666666666666
173,-0.013762666666666666
174,-0.02076266666666667
175,-0.027762666666666668
176,-0.03476266666666667
177,-0.03776266666666667
178,-0.036762666666666666
179,-0.03376266666666667
180,-0.02876266666666667
181,-0.026762666666666667
182,-0.02876266666666667
183,-0.03876266666666667
184,-0.052762666666666666
185,-0.06376266666666668
186,-0.07076266666666667
187,-0.07176266666666667
188,-0.06676266666666666
189,-0.06376266666666668
190,-0.06176266666666667
191,-0.06176266666666667
192,-0.060762666666666666
193,-0.06176266666666667
194,-0.06176266666666667
195,-0.060762666666666666
196,-0.05976266666666667
197,-0.05676266666666667
198,-0.052762666666666666
199,-0.05076266666666667
200,-0.05076266666666667
201,-0.05176266666666667
202,-0.05576266666666667
203,-0.05776266666666667
204,-0.05976266666666667
205,-0.05976266666666667
206,-0.05776266666666667
207,-0.05376266666666667
208,-0.044762666666666666
209,-0.03376266666666667
210,-0.018762666666666667
211,-0.0027626666666666667
212,0.015237333333333334
213,0.033237333333333334
214,0.056237333333333334
215,0.07923733333333334
216,0.10323733333333335
217,0.12523733333333334
218,0.15023733333333333
219,0.18123733333333333
220,0.22123733333333334
221,0.27123733333333333
222,0.3292373333333333
223,0.3862373333333333
224,0.4412373333333333
225,0.4922373333333333
226,0.5372373333333333
227,0.5812373333333334
228,0.6192373333333334
229,0.6512373333333333
230,0.6782373333333334
231,0.6952373333333334
232,0.7072373333333334
233,0.7152373333333334
234,0.7252373333333334
235,0.7362373333333334
236,0.7512373333333334
237,0.7632373333333334
238,0.7732373333333333
239,0.7772373333333333
240,0.7752373333333333
241,0.7672373333333334
242,0.7562373333333334
243,0.7382373333333334
244,0.7222373333333334
245,0.7062373333333334
246,0.6892373333333334
247,0.6662373333333333
248,0.6392373333333334
249,0.6102373333333334
250,0.5802373333333334
251,0.5592373333333334
252,0.5442373333333334
253,0.5322373333333333
254,0.5232373333333333
255,0.5092373333333333
256,0.4892373333333333
257,0.46123733333333333
258,0.4242373333333333
259,0.3862373333333333
260,0.34623733333333334
261,0.3142373333333333
262,0.28423733333333334
263,0.2572373333333333
264,0.23223733333333335
265,0.20623733333333336
266,0.18123733333333333
267,0.16223733333333334
268,0.14323733333333336
269,0.12323733333333334
270,0.09923733333333334
271,0.07323733333333333
272,0.04623733333333333
273,0.024237333333333333
274,0.0022373333333333334
275,-0.018762666666666667
276,-0.04076266666666667
277,-0.060762666666666666
278,-0.07476266666666666
279,-0.08076266666666666
280,-0.08676266666666667
281,-0.09076266666666666
282,-0.09676266666666666
283,-0.10176266666666667
284,-0.10676266666666666
